time,low,high,open,close,volume
1617494400,56382.48,58508.0,57064.46,58203.08,547.233766
1617580800,56819.12,59251.37,58215.08,59128.34,574.112095
1617667200,57355.82,59499.0,59120.79,58018.92,653.826992
1617753600,55437.11,58629.96,58018.2,55928.93,1527.335961
1617840000,55694.67,58129.53,55928.92,58079.35,638.399075
1617926400,57647.49,58888.0,58070.02,58111.31,581.598704
1618012800,57869.41,61250.0,58108.74,59760.11,1111.297907
1618099200,59160.77,60668.3,59758.45,59967.76,488.19805
1618185600,59362.91,61210.99,59979.59,59839.08,878.792908
1618272000,59769.63,63775.89,59836.43,63588.93,1461.735395
1618358400,61208.0,64967.23,63593.68,62971.33,1607.718744
1618444800,62013.24,63866.3,62971.27,63238.42,780.790902
1618531200,60062.94,63584.65,63236.41,61420.0,1344.490155
1618617600,59658.3,62561.4,61424.4,60064.21,884.757652
1618704000,51722.01,60433.33,60067.69,56273.44,3310.639845
1618790400,54262.74,57600.0,56264.69,55665.92,1987.821625
1618876800,53415.7,57117.1,55672.62,56480.59,2420.711033
1618963200,53631.99,56809.51,56480.59,53800.2,1559.347752
1619049600,50418.93,55459.57,53790.01,51695.03,2323.871849
1619136000,47475.0,52130.67,51695.02,51146.29,2497.886993
1619222400,48721.97,51215.5,51171.36,50083.28,1083.130304
1619308800,47011.0,50600.0,50090.88,49097.64,1484.452457
1619395200,48826.43,54413.68,49117.13,54064.63,1751.42434
1619481600,53301.48,55514.99,54057.24,55070.0,949.066869
1619568000,53874.16,56491.0,55070.0,54875.37,972.706959
1619654400,52352.95,55223.0,54885.72,53595.5,858.743314
1619740800,53066.93,58009.15,53584.45,57792.2,1146.900246
1619827200,57020.68,58526.98,57792.2,57859.07,736.471447
1619913600,56084.56,57967.96,57859.08,56612.76,646.747119
1620000000,56500.0,58978.28,56601.65,57220.34,1031.095743
1620086400,53122.78,57244.87,57220.6,53235.1,1646.841949
1620172800,52946.9,57997.16,53225.99,57506.49,1509.407785
1620259200,55263.11,58431.01,57506.49,56426.06,1246.986981
1620345600,55295.01,58719.85,56432.51,57366.21,1172.706482
1620432000,56976.28,59549.79,57367.15,58949.48,1366.061546
1620518400,56272.77,59290.89,58939.71,58296.3,1062.58413
1620604800,53617.27,59586.81,58306.14,55849.97,1738.634724
1620691200,54515.9,57177.26,55877.55,56758.02,984.893504
1620777600,48515.74,58043.47,56760.28,49553.43,1784.382809
1620864000,46302.22,51413.21,49500.0,49696.9,3657.390043
1620950400,48891.34,51566.38,49687.34,49898.98,1334.996267
1621036800,46575.0,50691.57,49896.48,46776.05,1517.304917
1621123200,43867.89,49788.77,46758.35,46433.85,2396.303601
1621209600,42136.12,46625.01,46450.0,43570.56,3102.798277
1621296000,42301.18,45836.18,43567.5,42873.29,2146.560501
1621382400,30125.0,43922.99,42873.29,36749.16,7375.601882
1621468800,35000.0,42529.81,36749.16,40648.2,4408.894865
1621555200,33511.02,42277.05,40602.22,37346.33,4819.235903
1621641600,35262.75,38871.0,37328.23,37492.05,2973.540552
1621728000,31120.0,38299.26,37488.11,34716.86,4831.94665
1621814400,34329.49,39987.11,34716.87,38831.56,3541.72583
1621900800,36497.88,39844.1,38848.53,38367.28,2240.322483
1621987200,37847.07,40878.61,38364.95,39297.37,2704.999309
1622073600,37195.49,40425.27,39298.63,38556.92,2168.433935
1622160000,34711.85,38894.72,38556.92,35672.74,3714.341586
1622246400,33650.0,37307.84,35673.47,34615.22,3316.264163
1622332800,33428.38,36526.68,34615.22,35666.31,1811.277903
1622419200,34185.6,37500.0,35667.41,37267.65,2171.889123
1622505600,35670.68,37900.0,37269.99,36683.56,3152.986343
1622592000,35928.38,38222.0,36683.56,37573.07,1871.489366
1622678400,37174.8,39490.3,37570.63,39243.97,1658.576353
1622764800,35609.12,39286.33,39247.29,36855.83,2831.875098
1622851200,34835.06,37917.26,36861.28,35530.76,2683.596663
1622937600,35236.52,36476.61,35528.33,35813.7,1673.54084
1623024000,33314.85,36804.71,35813.92,33572.12,2194.988153
1623110400,31028.34,34066.57,33570.79,33412.26,2769.017119
1623196800,32405.51,37557.99,33410.91,37413.89,2962.101176
1623283200,35819.93,38441.05,37409.78,36695.34,2713.44713
1623369600,35967.62,37682.4,36694.07,37334.9,1950.149598
1623456000,34633.01,37456.04,37334.91,35536.08,1589.041946
1623542400,34747.86,39500.0,35554.19,39038.74,1750.940238
1623628800,38750.88,41050.92,39038.74,40525.56,2180.495771
1623715200,39546.46,41391.73,40539.03,40150.49,1805.647705
1623801600,38111.0,40562.89,40150.49,38345.24,1797.597864
1623888000,37385.0,39546.92,38354.54,38097.48,1767.926497
1623974400,35137.7,38205.32,38097.47,35834.38,2266.30538
1624060800,34842.44,36457.37,35830.43,35487.73,1849.877438
1624147200,33343.97,36121.12,35489.0,35593.6,2155.884782
1624233600,31256.14,35753.28,35593.52,31600.0,5049.939405
1624320000,28810.0,33322.75,31600.0,32520.0,4682.037389
1624406400,31707.88,34835.26,32524.98,33666.75,3135.227291
1624492800,32326.88,35269.88,33679.85,34650.2,1949.195885
1624579200,31281.58,35500.0,34652.29,31586.49,2762.610789
1624665600,30167.0,32711.97,31585.43,32271.67,2673.249717
1624752000,31991.72,34769.53,32271.2,34710.95,2192.530289
1624838400,33800.33,35300.0,34702.87,34488.82,1647.85158
1624924800,34210.19,36625.0,34495.13,35910.17,1849.928172
1625011200,34051.91,36113.14,35911.97,35049.6,1764.299561
1625097600,32676.72,35067.86,35050.15,33519.11,1763.903116
1625184000,32705.88,33971.23,33510.07,33800.86,1684.361017
1625270400,33320.78,34954.45,33794.63,34685.79,952.803781
1625356800,34385.08,35961.06,34677.0,35283.98,864.59551
1625443200,33139.82,35289.21,35286.08,33701.86,1252.638561
1625529600,33526.73,35130.98,33707.85,34229.82,1225.832056
1625616000,33794.05,35067.69,34212.36,33864.47,897.985639
1625702400,32102.02,33946.56,33867.53,32881.96,1514.751131
1625788800,32278.36,34098.21,32869.03,33824.67,994.947828
1625875200,33027.45,34259.55,33817.75,33512.93,676.041157
1625961600,33317.97,34600.0,33512.92,34245.74,614.668882
1626048000,32662.27,34675.25,34260.0,33099.24,1205.39713
1626134400,32202.57,33343.92,33093.78,32734.14,1070.135635
1626220800,31577.13,33107.17,32735.78,32802.06,1136.07292
1626307200,31142.56,33184.29,32827.08,31871.58,1091.123684
1626393600,31025.01,32274.48,31877.12,31394.04,974.907579
1626480000,31170.7,31967.73,31381.99,31533.01,684.058689
1626566400,31143.03,32430.32,31529.16,31778.27,872.332294
1626652800,30426.03,31899.98,31778.27,30838.54,997.481221
1626739200,29295.61,31055.29,30843.04,29784.07,1413.043323
1626825600,29494.8,32853.53,29798.04,32127.82,1777.407052
1626912000,31727.19,32600.0,32155.43,32290.78,866.751891
1626998400,31999.99,33650.0,32287.68,33644.67,883.390915
1627084800,33419.64,34518.0,33649.94,34279.08,877.498806
1627171200,33883.78,35425.0,34283.1,35418.7,886.015717
1627257600,35240.82,40567.3,35404.9,37243.05,4517.907208
1627344000,36413.49,39548.33,37248.98,39487.31,3218.7968
1627430400,38810.1,40917.92,39492.18,40030.0,3772.820958
1627516800,39266.28,40650.0,40030.03,40024.76,1695.098337
1627603200,38342.35,42323.21,40036.58,42236.5,2058.901133
1627689600,41067.5,42416.99,42224.69,41493.0,1410.831418
1627776000,39405.91,42610.97,41480.91,39884.83,1950.39495
1627862400,38650.0,40464.42,39873.4,39158.82,1783.359581
1627948800,37620.0,39786.71,39147.32,38198.69,1996.433759
1628035200,37502.0,39969.15,38188.01,39738.06,2431.073543
1628121600,37326.25,41414.61,39723.51,40893.01,3432.322449
1628208000,39882.29,43376.69,40883.69,42845.11,2358.551415
1628294400,42472.2,44738.1,42866.12,44630.13,2722.851387
1628380800,43291.41,45354.0,44618.44,43839.45,2703.567382
1628467200,42812.33,46489.34,43825.13,46302.14,2582.363571
1628553600,44652.99,46740.0,46263.0,45604.47,1649.046067
1628640000,45354.44,46775.48,45611.73,45537.41,1626.33839
1628726400,43800.0,46228.7,45537.41,44432.59,2174.972441
1628812800,44197.43,47911.11,44430.71,47824.77,1467.980976
1628899200,46039.08,48177.53,47836.29,47100.29,1395.725082
1628985600,45507.26,47400.99,47111.79,47023.87,1491.80595
1629072000,45658.8,48063.64,47015.55,45919.2,1839.217615
1629158400,44357.26,47165.97,45904.08,44679.68,1862.229158
1629244800,44200.0,46025.46,44696.45,44721.29,1502.232275
1629331200,43940.12,47051.59,44715.29,46763.38,1561.763465
1629417600,46642.53,49421.07,46765.72,49347.09,1680.87347
1629504000,48280.0,49830.18,49361.25,48864.71,1269.664948
1629590400,48043.66,49535.62,48858.97,49285.71,917.909362
1629676800,49025.99,50551.66,49281.08,49497.34,1243.570834
1629763200,47601.0,49875.73,49490.57,47696.18,1213.447674
1629849600,47131.39,49254.92,47679.41,48997.95,1029.646982
1629936000,46300.0,49399.74,48983.06,46846.65,1471.495295
1630022400,46353.59,49167.49,46840.86,49075.92,1174.470953
1630108800,48361.48,49315.0,49092.28,48932.74,590.797385
1630195200,47800.0,49666.66,48940.98,48790.27,848.672423
1630281600,46871.25,48912.27,48800.0,46994.09,1159.902719
1630368000,46707.65,48276.66,46982.88,47124.19,1054.240828
1630454400,46539.06,49126.57,47120.06,48846.19,1233.693149
1630540800,48617.17,50380.0,48836.53,49277.1,1328.110072
1630627200,48360.0,51056.86,49277.2,50019.96,1611.166828
1630713600,49404.0,50551.31,50026.59,49943.9,748.812532
1630800000,49483.6,51894.54,49944.74,51792.23,878.855279
1630886400,51018.35,52802.59,51792.11,52702.93,976.07961
1630972800,42600.0,52948.52,52700.91,46856.92,2901.671399
1631059200,44423.0,47368.75,46871.22,46086.65,1410.521654
1631145600,45518.75,47395.22,46064.99,46403.58,1606.606369
1631232000,44129.75,47057.37,46384.24,44850.95,1353.492195
1631318400,44733.4,45998.0,44845.3,45171.03,788.076537
1631404800,44750.0,46465.51,45179.03,46019.14,821.993668
1631491200,43439.74,46902.02,46024.96,44954.3,2076.361843
1631577600,44677.8,47300.0,44950.78,47124.05,1241.93178
1631664000,46711.02,48493.36,47119.92,48147.95,984.616598
1631750400,47023.27,48502.76,48147.39,47759.74,978.436387
1631836800,46750.0,48169.55,47753.15,47299.8,1150.002704
1631923200,47044.71,48820.08,47303.34,48299.95,1075.552876
1632009600,46824.66,48374.58,48296.31,47250.86,898.941377
1632096000,42433.29,47348.84,47255.6,43002.87,4219.188039
1632182400,39587.55,43636.36,43002.33,40698.03,2883.470607
1632268800,40557.14,44023.21,40706.06,43570.0,1300.181813
1632355200,43096.28,44998.48,43570.0,44889.72,2067.348438
1632441600,40716.77,45169.49,44889.71,42831.25,1863.138005
1632528000,41668.63,42986.56,42844.49,42702.82,1531.120576
1632614400,40192.16,43957.82,42695.84,43216.36,1119.970708
1632700800,42112.79,44370.51,43169.37,42177.51,1114.034145
1632787200,40838.73,42776.79,42165.34,41025.86,1791.724673
1632873600,40758.73,42597.93,41018.01,41521.43,1079.48151
1632960000,41408.0,44114.34,41521.43,43829.22,1351.875663
1633046400,43282.56,48483.69,43825.0,48151.05,1729.094976
1633132800,47444.18,48356.54,48163.54,47668.12,627.860805
1633219200,47107.03,49242.66,47656.21,48215.14,707.238548
1633305600,46920.85,49500.0,48228.1,49215.49,1082.330207
1633392000,49054.52,51917.0,49224.89,51466.01,1145.605614
1633478400,50417.56,55777.52,51483.92,55339.4,2186.709948
1633564800,53391.37,55354.89,55338.57,53798.27,1769.718208
1633651200,53644.06,56101.49,53794.6,53958.87,1035.824747
1633737600,53678.7,55482.75,53971.86,54962.21,460.436452
1633824000,54115.77,56713.26,54962.21,54692.08,826.802159
1633910400,54366.76,57841.26,54685.09,57488.0,1037.882839
1633996800,53898.54,57687.0,57483.12,56010.89,1378.755258
1634083200,54221.08,57770.0,55991.61,57375.12,1890.600786
1634169600,56838.47,58570.18,57381.23,57361.13,1168.673595
1634256000,56873.95,62900.95,57366.03,61694.61,2733.72242
1634342400,60153.11,62352.09,61693.12,60846.97,939.174515
1634428800,58908.93,61718.66,60868.36,61532.44,1156.67295
1634515200,59858.58,62684.42,61533.0,62020.91,1693.707498
1634601600,61358.54,64490.61,62016.07,64296.08,1832.982788
1634688000,63517.23,66996.28,64296.04,66035.91,1799.746834
1634774400,8200.0,66650.04,66017.07,62222.78,2693.483115
1634860800,59930.21,63752.79,62204.44,60691.2,1785.808008
1634947200,59650.0,61742.15,60681.6,61286.28,733.479281
1635033600,59520.87,61485.21,61286.89,60864.31,855.407305
1635120000,60653.94,63706.11,60860.99,63073.62,1006.677078
1635206400,59846.56,63280.0,63073.74,60303.01,1032.56897
1635292800,58063.95,61499.94,60334.45,58466.03,2090.881368
1635379200,57894.73,62495.18,58468.84,60624.18,2271.6431
1635465600,60184.63,62960.12,60606.13,62288.98,1422.514788
1635552000,60750.0,62375.61,62269.81,61902.89,882.006519
1635638400,59999.0,62423.0,61907.23,61346.16,1039.833744
1635724800,59469.05,62491.78,61356.87,60929.37,1327.984181
1635811200,60660.03,64303.94,60935.81,63285.7,1311.551528
1635897600,60122.59,63571.42,63284.93,62911.42,1100.134006
1635984000,60720.0,63121.5,62931.13,61455.94,829.246861
1636070400,60778.01,62637.26,61436.39,61031.3,907.853536
1636156800,60112.06,61591.3,61006.97,61523.47,590.597901
1636243200,61392.89,63324.58,61523.48,63293.65,556.070657
1636329600,63323.56,67813.41,63323.56,67569.58,1346.295016
1636416000,66251.04,68577.46,67569.58,66938.97,1105.610718
1636502400,62682.78,69025.05,66959.62,64936.66,1898.688167
1636588800,64137.09,65609.51,64888.82,64813.92,836.722204
1636675200,62276.67,65489.55,64800.0,64147.7,1156.409952
1636761600,63380.62,64994.82,64155.91,64399.9,428.513019
1636848000,63590.7,65512.69,64386.57,65512.69,613.696556
1636934400,63405.0,66355.15,65512.69,63634.94,781.381989
1637020800,58620.43,63635.41,63635.41,60092.73,2111.465509
1637107200,58395.0,60850.2,60102.54,60392.66,952.110362
1637193600,56524.15,60988.03,60372.1,56907.94,2002.235085
1637280000,55629.07,58400.0,56906.87,58104.45,1270.171597
1637366400,57415.64,59889.0,58120.64,59760.56,645.719078
1637452800,58544.86,60082.66,59769.41,58656.74,609.122232
1637539200,55647.32,59495.7,58676.27,56279.99,1344.62955
1637625600,55394.56,57879.45,56291.23,57557.02,1185.021805
1637712000,55874.26,57746.35,57557.02,57160.32,941.932672
1637798400,57040.1,59443.07,57164.71,58985.71,805.575519
1637884800,53521.0,59211.84,59001.73,53779.26,1601.949298
1637971200,53629.91,55312.53,53755.26,54810.63,641.445586
1638057600,53322.69,57485.0,54729.99,57335.8,803.534568
1638144000,56735.0,58905.26,57322.97,57842.83,820.13616
1638230400,55919.0,59247.36,57834.25,56966.54,1150.638591
1638316800,56478.92,59100.0,57018.2,57228.53,896.21638
1638403200,55831.89,57435.76,57231.94,56529.07,961.942217
1638489600,51666.95,57655.99,56534.9,53639.8,1594.120033
1638576000,42000.0,53874.26,53635.39,49237.14,2936.41248
1638662400,47811.15,49752.72,49234.43,49464.44,1192.670843
1638748800,47177.3,50986.01,49470.14,50527.82,1674.87415
1638835200,50068.71,51992.07,50506.46,50626.15,915.976097
1638921600,48653.06,51241.96,50638.14,50506.86,892.042365
1639008000,47335.0,50830.0,50525.03,47576.25,1092.478969
1639094400,46890.4,50108.51,47545.62,47171.89,1270.265749
1639180800,46716.14,49515.1,47186.07,49405.28,853.125411
1639267200,48671.95,50813.15,49434.37,50090.61,688.859317
1639353600,45744.38,50214.12,50090.61,46744.7,1588.159761
1639440000,46305.98,48702.16,46718.63,48382.64,1044.141901
1639526400,46547.0,49500.0,48363.75,48874.24,1468.909274
1639612800,47524.15,49455.55,48874.24,47627.83,772.201087
1639699200,45471.57,48008.11,47636.25,46153.29,1043.138922
1639785600,45522.5,47355.94,46153.29,46849.78,631.884528
1639872000,46429.99,48336.74,46842.6,46681.41,725.291692
1639958400,45566.22,47546.87,46691.68,46908.29,1129.478904
1640044800,46645.99,49344.82,46927.37,48928.46,972.406835
1640131200,48458.15,49584.81,48916.42,48624.69,574.668185
1640217600,48051.41,51392.69,48613.33,50846.87,892.301845
1640304000,50450.0,51853.65,50846.87,50836.77,616.565353
1640390400,50186.88,51197.08,50853.62,50431.42,368.356249
1640476800,49463.75,51308.75,50437.57,50792.37,633.759024
1640563200,50456.76,52148.5,50792.37,50733.72,686.512531
1640649600,47313.0,50725.63,50719.44,47545.37,1016.502013
1640736000,46100.0,48144.82,47560.44,46477.16,855.487751
1640822400,45950.21,47924.27,46460.0,47134.28,678.263296
1640908800,45665.92,48575.71,47119.86,46202.09,1068.096779
1640995200,46208.24,47950.0,46212.06,47727.8,488.529238
1641081600,46668.46,47992.0,47725.98,47302.83,459.639797
1641168000,45700.83,47568.95,47297.61,46422.29,722.373139
1641254400,45547.55,47527.78,46461.28,45830.46,890.039831
1641340800,42460.0,47066.7,45823.99,43437.26,1632.657507
1641427200,42428.52,43785.76,43447.98,43088.07,954.388804
1641513600,40618.07,43145.1,43075.24,41523.72,1572.684734
1641600000,40500.0,42317.98,41568.75,41677.71,1052.262317
1641686400,41200.02,42799.57,41684.6,41876.34,681.206212
1641772800,39648.0,42244.57,41866.26,41819.69,1736.525283
1641859200,41278.35,43123.93,41820.28,42728.93,1086.927445
1641945600,42467.4,44344.9,42744.66,43923.76,747.31618
1642032000,42328.87,44443.98,43923.33,42580.84,940.668949
1642118400,41775.37,43466.46,42579.74,43085.35,812.519145
1642204800,42583.22,43828.92,43087.66,43086.44,559.646939
1642291200,42602.14,43500.58,43094.72,43107.83,357.503353
1642377600,41560.87,43203.19,43096.24,42222.27,550.695626
1642464000,41289.0,42683.51,42216.36,42358.97,618.631199
1642550400,41157.84,42579.07,42364.03,41670.85,1050.838497
1642636800,40555.55,43506.83,41670.85,40695.39,1126.02218
1642723200,35427.64,41110.62,40671.44,36458.86,2838.690158
1642809600,34035.0,36836.71,36450.0,35084.36,2136.352073
1642896000,34613.42,36518.24,35096.23,36277.58,1391.502649
1642982400,32946.89,37569.72,36266.92,36681.29,2770.760942
1643068800,35714.9,37563.09,36678.26,36977.91,1655.303213
1643155200,36259.8,38941.17,36982.9,36814.21,1825.134372
1643241600,35538.87,37244.89,36835.24,37185.89,1379.629676
1643328000,36170.53,38041.21,37176.72,37778.91,1080.700875
1643414400,37326.62,38731.67,37731.98,38180.51,694.286623
1643500800,37368.42,38379.31,38184.33,37911.28,515.815475
1643587200,36647.99,38756.97,37903.79,38503.13,1003.606392
1643673600,38025.31,39309.84,38491.6,38720.0,1188.624477
1643760000,36601.75,38887.76,38719.99,36931.0,936.013277
1643846400,36262.39,37377.53,36933.07,37332.71,779.592657
1643932800,37045.33,41760.21,37310.03,41580.92,1228.32092
1644019200,40962.34,41957.28,41605.1,41417.74,661.066232
1644105600,41141.25,42700.0,41406.12,42401.99,413.24636
1644192000,41685.16,44539.02,42403.98,43868.86,1168.81546
1644278400,42707.16,45520.37,43878.13,44087.73,1287.669602
1644364800,43157.88,44848.48,44093.33,44412.03,749.068281
1644451200,43217.37,45851.22,44408.4,43519.29,1309.634875
1644537600,41980.01,43975.63,43513.08,42404.06,1143.604038
1644624000,41753.43,43049.5,42393.97,42209.74,407.554761
1644710400,41885.12,42782.0,42248.04,42075.13,344.511372
1644796800,41560.0,42852.45,42083.51,42549.3,623.246757
1644883200,42452.51,44775.12,42556.38,44563.14,701.729999
1644969600,43331.71,44585.24,44577.65,43886.41,611.768273
1645056000,40075.37,44188.37,43886.41,40565.44,1184.664265
1645142400,39454.41,40987.44,40545.31,39990.89,695.740361
1645228800,39659.4,41126.49,39993.61,40113.38,346.981245
1645315200,38006.12,40140.3,40111.24,38388.3,510.782791
1645401600,36828.57,39499.99,38408.22,37040.02,1330.665655
1645488000,36373.73,38445.03,37042.79,38270.72,1108.345967
1645574400,37074.51,39269.22,38249.79,37262.9,729.406681
1645660800,34317.34,39700.0,37264.5,38353.39,2174.399617
1645747200,38012.92,39723.76,38351.47,39250.54,1041.47969
1645833600,38563.8,40296.05,39237.86,39127.52,500.131534
1645920000,37010.72,39884.49,39137.12,37716.51,664.996607
1646006400,37450.32,44259.41,37713.31,43189.19,1349.89564
1646092800,42815.84,45000.0,43182.27,44425.92,1124.548908
1646179200,43349.4,45321.42,44438.31,43938.21,934.456072
1646265600,41822.98,44103.62,43919.29,42480.51,842.355459
1646352000,38568.18,42537.99,42458.89,39148.05,1185.674289
1646438400,38592.12,39631.34,39159.26,39414.71,416.984783
1646524800,38101.93,39720.38,39405.86,38413.96,563.363085
1646611200,37166.01,39552.31,38424.08,38002.88,1032.060972
1646697600,37862.34,39371.0,37992.63,38739.44,948.977563
1646784000,38658.51,42590.08,38739.44,41972.23,1362.713712
1646870400,38510.0,42046.78,41959.42,39428.5,1483.491605
1646956800,38200.2,40250.0,39431.88,38731.58,998.647365
1647043200,38663.37,39439.78,38733.39,38838.02,315.983177
1647129600,37580.0,39324.4,38806.22,37789.62,459.379209
1647216000,37572.51,39917.89,37794.01,39686.63,765.217603
1647302400,38139.49,39900.0,39671.94,39302.64,787.197899
1647388800,38844.0,41700.0,39291.58,41136.96,1940.857631
1647475200,40500.0,41479.42,41132.44,40943.81,540.422488
1647561600,40174.08,42364.12,40941.75,41766.97,725.998322
1647648000,41491.02,42417.0,41781.12,42228.92,419.01909
1647734400,40925.92,42310.99,42231.04,41285.34,404.970037
1647820800,40509.08,41560.78,41284.7,41012.45,629.065295
1647907200,40896.55,43347.0,41005.65,42378.05,1042.58418
1647993600,41768.85,43026.05,42383.11,42898.89,802.924895
1648080000,42565.6,44248.46,42899.5,44013.99,911.645994
1648166400,43596.62,45112.84,44019.02,44331.24,619.532729
1648252800,44063.29,44808.77,44333.52,44546.27,223.055913
1648339200,44445.55,46952.16,44546.27,46853.23,689.819719
1648425600,46681.21,48223.41,46843.06,47129.22,914.412886
1648512000,46981.87,48109.83,47133.22,47455.46,581.00516
1648598400,46548.76,47719.21,47459.87,47081.55,557.140927
1648684800,45187.42,47631.47,47079.87,45538.09,650.804462
1648771200,44244.26,46726.48,45523.9,46294.38,737.132099
1648857600,45640.69,47221.58,46302.46,45819.19,523.204441
